0.000244081 0.00219376
0.000488162 0.00438158
0.000732243 0.00656347
0.000976324 0.00873945
0.00122041 0.0109095
0.00146449 0.0130737
0.00170857 0.015232
0.00195265 0.0173845
0.00219673 0.0195311
0.00244081 0.0216719
0.00268489 0.0238069
0.00292897 0.0259361
0.00317305 0.0280595
0.00341713 0.0301771
0.00366122 0.032289
0.0039053 0.0343951
0.00414938 0.0364955
0.00439346 0.0385902
0.00463754 0.0406791
0.00488162 0.0427624
0.0051257 0.04484
0.00536978 0.046912
0.00561386 0.0489783
0.00585794 0.051039
0.00610203 0.053094
0.00634611 0.0551435
0.00659019 0.0571874
0.00683427 0.0592256
0.00707835 0.0612584
0.00732243 0.0632855
0.00756651 0.0653072
0.00781059 0.0673233
0.00805467 0.0693339
0.00829876 0.071339
0.00854284 0.0733386
0.00878692 0.0753328
0.009031 0.0773214
0.00927508 0.0793047
0.00951916 0.0812825
0.00976324 0.0832549
0.0100073 0.0852219
0.0102514 0.0871835
0.0104955 0.0891398
0.0107396 0.0910906
0.0109836 0.0930362
0.0112277 0.0949763
0.0114718 0.0969112
0.0117159 0.0988407
0.01196 0.100765
0.0122041 0.102684
0.0124481 0.104598
0.0126922 0.106506
0.0129363 0.108409
0.0131804 0.110307
0.0134245 0.1122
0.0136685 0.114087
0.0139126 0.11597
0.0141567 0.117847
0.0144008 0.119719
0.0146449 0.121586
0.0148889 0.123447
0.015133 0.125304
0.0153771 0.127155
0.0156212 0.129002
0.0158653 0.130843
0.0161093 0.132679
0.0163534 0.13451
0.0165975 0.136336
0.0168416 0.138157
0.0170857 0.139973
0.0173298 0.141784
0.0175738 0.143589
0.0178179 0.14539
0.018062 0.147186
0.0183061 0.148977
0.0185502 0.150763
0.0187942 0.152544
0.0190383 0.15432
0.0192824 0.156091
0.0195265 0.157858
0.0197706 0.159619
0.0200146 0.161375
0.0202587 0.163127
0.0205028 0.164874
0.0207469 0.166615
0.020991 0.168352
0.0212351 0.170085
0.0214791 0.171812
0.0217232 0.173535
0.0219673 0.175252
0.0222114 0.176965
0.0224555 0.178673
0.0226995 0.180377
0.0229436 0.182076
0.0231877 0.18377
0.0234318 0.185459
0.0236759 0.187143
0.0239199 0.188823
0.024164 0.190498
0.0244081 0.192169
0.0246522 0.193835
0.0248963 0.195496
0.0251403 0.197152
0.0253844 0.198804
0.0256285 0.200451
0.0258726 0.202094
0.0261167 0.203732
0.0263608 0.205365
0.0266048 0.206994
0.0268489 0.208618
0.027093 0.210238
0.0273371 0.211853
0.0275812 0.213464
0.0278252 0.21507
0.0280693 0.216672
0.0283134 0.218269
0.0285575 0.219862
0.0288016 0.22145
0.0290456 0.223033
0.0292897 0.224613
0.0295338 0.226187
0.0297779 0.227758
0.030022 0.229324
0.030266 0.230885
0.0305101 0.232442
0.0307542 0.233995
0.0309983 0.235544
0.0312424 0.237087
0.0314865 0.238627
0.0317305 0.240162
0.0319746 0.241693
0.0322187 0.24322
0.0324628 0.244742
0.0327069 0.24626
0.0329509 0.247774
0.033195 0.249283
0.0334391 0.250788
0.0336832 0.252289
0.0339273 0.253786
0.0341713 0.255278
0.0344154 0.256766
0.0346595 0.25825
0.0349036 0.25973
0.0351477 0.261206
0.0353918 0.262677
0.0356358 0.264144
0.0358799 0.265607
0.036124 0.267066
0.0363681 0.26852
0.0366122 0.269971
0.0368562 0.271417
0.0371003 0.272859
0.0373444 0.274298
0.0375885 0.275732
0.0378326 0.277162
0.0380766 0.278587
0.0383207 0.280009
0.0385648 0.281427
0.0388089 0.282841
0.039053 0.28425
0.039297 0.285656
0.0395411 0.287057
0.0397852 0.288455
0.0400293 0.289849
0.0402734 0.291238
0.0405175 0.292624
0.0407615 0.294005
0.0410056 0.295383
0.0412497 0.296757
0.0414938 0.298127
0.0417379 0.299492
0.0419819 0.300854
0.042226 0.302212
0.0424701 0.303566
